,Data,LDA_topic,LDA_topic_tfidf
1041,how to credit voucher,"0.454*""voucher"" + 0.320*""recharg"" + 0.046*""rupe"" + 0.039*""ideatv""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
1042,how to cure looks like,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1043,how to customer id,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1044,how to cut outgoing call,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
1045,how to cut the song,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.203*""chang"" + 0.076*""login"" + 0.059*""ideamus"" + 0.054*""today"""
1046,how to data,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
1047,how to data 24 hours slow,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.243*""recharg"" + 0.132*""phone"" + 0.125*""mobil"" + 0.091*""remov"""
1048,how to data is,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
1049,how to data loan,"0.160*""account"" + 0.159*""ideaphon"" + 0.130*""activ"" + 0.074*""internet""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
1050,how to data network high speed,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
1051,how to data save and use next day,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
1052,how to data soeed,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
1053,how to data transfer in idea to idea,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.089*""transfer"" + 0.077*""link"" + 0.068*""stop"" + 0.064*""prime"""
1054,how to data transfer to another mobile number,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.089*""transfer"" + 0.077*""link"" + 0.068*""stop"" + 0.064*""prime"""
1055,how to data use,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
1056,how to data use notification in mobile,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1057,how to data uses,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1058,how to data uses in display,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
1059,how to de active caller tune,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1060,how to deactivate,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1061,how to deactivate a number from ideanumber list,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1062,how to deactivate a plan,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1063,how to deactivate another activated number,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1064,how to deactivate call forwardind,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1065,how to deactivate call forwarding,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
1066,how to deactivate caller tune,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1067,how to deactivate current data plan,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
1068,how to deactivate current plan,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
1069,how to deactivate dialer tone,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1070,how to deactivate email notifications about,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1071,how to deactivate email notifications about dada usage,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1072,how to deactivate email notifications about data usage,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1073,how to deactivate existing,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1074,how to deactivate existing plan,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1075,how to deactivate hello tunes,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1076,how to deactivate idea auto pay,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1077,how to deactivate idea autopay,"0.613*""idea"" + 0.055*""connect"" + 0.026*""gvoic"" + 0.021*""movi""","0.243*""recharg"" + 0.132*""phone"" + 0.125*""mobil"" + 0.091*""remov"""
1078,how to deactivate idea caller,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1079,how to deactivate idea celebration pack,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
1080,how to deactivate idea postpaid,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.120*""coupon"" + 0.115*""download"" + 0.108*""rington"" + 0.068*""unlock"""
1081,how to deactivate idea postpaid sim,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.120*""coupon"" + 0.115*""download"" + 0.108*""rington"" + 0.068*""unlock"""
1082,how to deactivate idea tune,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1083,how to deactivate ideanumbers,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1084,how to deactivate ideasime,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1085,how to deactivate linked number,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.089*""transfer"" + 0.077*""link"" + 0.068*""stop"" + 0.064*""prime"""
1086,how to deactivate manual,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1087,how to deactivate my,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1088,how to deactivate my 52 rupees packs,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
1089,how to deactivate my account,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1090,how to deactivate my caller tune,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1091,how to deactivate my device,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.091*""call"" + 0.076*""ideatv"" + 0.060*""open"" + 0.057*""block"""
1092,how to deactivate my email ready,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1093,how to deactivate my linked number,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.089*""transfer"" + 0.077*""link"" + 0.068*""stop"" + 0.064*""prime"""
1094,how to deactivate my number,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1095,how to deactivate my plan,"0.259*""plan"" + 0.108*""milk"" + 0.102*""dairi"" + 0.073*""cadburi""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1096,how to deactivate my previous ideanumbers,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1097,how to deactivate my quality one,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1098,how to deactivate my this number hello,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1099,how to deactivate my two numbers,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1100,how to deactivate my two other numbers,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1101,how to deactivate myideanumber in activate another number deactivate,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1102,how to deactivate myideanumber in myideaapplication,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1103,how to deactivate myideasim card,"0.162*""today"" + 0.154*""balanc"" + 0.098*""data"" + 0.069*""card""","0.150*""activ"" + 0.139*""ideaphon"" + 0.087*""internet"" + 0.071*""connect"""
1104,how to deactivate myideatune,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1105,how to deactivate set tunes,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1106,how to deactivate the divert calls,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
1107,how to deactivate the ship,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
1108,how to deactivate voice in idea,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.086*""voic"" + 0.071*""sign"" + 0.071*""password"" + 0.056*""appli"""
1109,how to deactive call divert,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
1110,how to deactive it,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1111,how to deattach paytm from myideaapp,"0.143*""phone"" + 0.134*""redeem"" + 0.097*""paytm"" + 0.081*""voic""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
1112,how to default incorrect in idea voice calls,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.161*""idea"" + 0.124*""pack"" + 0.118*""plan"" + 0.117*""offer"""
1113,how to delet account on myidea,"0.293*""coupon"" + 0.259*""myidea"" + 0.042*""updat"" + 0.038*""onlin""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
1114,how to delet switch accounts,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.120*""coupon"" + 0.115*""download"" + 0.108*""rington"" + 0.068*""unlock"""
1115,how to delete,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1116,how to delete call,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1117,how to delete call details,"0.194*""mobil"" + 0.170*""check"" + 0.118*""help"" + 0.061*""recharg""","0.168*""know"" + 0.103*""balanc"" + 0.073*""money"" + 0.069*""card"""
1118,how to delete call history,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1119,how to delete call history from myideaapp,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1120,how to delete call history in ideaapp,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1121,how to delete call history myideaapp,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1122,how to delete call log,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1123,how to delete call logs,"0.211*""pack"" + 0.133*""idea"" + 0.122*""celebr"" + 0.069*""play""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
1124,how to delete calls from myideaapp,"0.143*""phone"" + 0.134*""redeem"" + 0.097*""paytm"" + 0.081*""voic""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1125,how to delete check uses,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1126,how to delete contact list,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1127,how to delete contact nos from idea app,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1128,how to delete credit card details from idea account,"0.162*""today"" + 0.154*""balanc"" + 0.098*""data"" + 0.069*""card""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
1129,how to delete data in ideaapp,"0.133*""ideasim"" + 0.107*""watch"" + 0.089*""ideaapp"" + 0.070*""download""","0.260*""data"" + 0.180*""free"" + 0.054*""regist"" + 0.050*""send"""
1130,how to delete data usage calls in nigeria,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1131,how to delete data uses in myideaapp,"0.475*""data"" + 0.158*""free"" + 0.120*""chang"" + 0.028*""password""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1132,how to delete idea,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1133,how to delete idea assistant icon on desktop,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1134,how to delete idea call history,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1135,how to delete idea call history number,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1136,how to delete idea logo on the screen,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1137,how to delete ideaapp history,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1138,how to delete ideaapp in message and history,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1139,how to delete ideamoney account,"0.167*""data"" + 0.113*""ideanumb"" + 0.108*""booster"" + 0.092*""network""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1140,how to delete ideaphone history,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.166*""check"" + 0.082*""milk"" + 0.076*""dairi"" + 0.072*""data"""
1141,how to delete ideatune,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.119*""increas"" + 0.114*""speed"" + 0.112*""play"" + 0.070*""network"""
1142,how to delete mine idea call,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1143,how to delete my,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1144,how to delete my data,"0.261*""offer"" + 0.154*""idea"" + 0.067*""celebr"" + 0.056*""delet""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
1145,how to delete my email account in ideaapp,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.142*""tune"" + 0.127*""ideasim"" + 0.080*""deactiv"" + 0.066*""caller"""
1146,how to delete my hello tune,"0.158*""idea"" + 0.143*""tune"" + 0.098*""call"" + 0.092*""rington""","0.227*""voucher"" + 0.127*""redeem"" + 0.120*""myidea"" + 0.099*""account"""
1147,how to delete my old number and register,"0.331*""number"" + 0.154*""know"" + 0.074*""speed"" + 0.059*""recharg""","0.202*""number"" + 0.115*""ideanumb"" + 0.113*""myideaapp"" + 0.102*""recharg"""
